age,gender,ethnicity,priors_count,charge_severity,decile_score,recidivism,country,cluster,pca1,pca2
26,Male,Caucasian,2,1,4,0,Germany,1,43.806194382924325,0.9500192550843528
21,Male,African-American,2,1,10,1,Ghana,0,-39.34383608951236,-0.300683459588528
23,Male,African-American,4,1,9,1,Ghana,0,-39.34383608951236,-0.300683459588528
50,Female,African-American,7,0,4,0,Nigeria,0,-46.68282486694604,-11.414853507650276
53,Female,African-American,5,1,6,0,Ghana,0,-39.34383608951236,-0.300683459588528
25,Male,Caucasian,4,1,4,1,Australia,1,37.21511453120613,-12.715415186841769
28,Male,Hispanic,8,0,8,1,Brazil,0,-10.954484877497906,12.2286804464062
25,Male,African-American,0,0,2,0,Ghana,0,-39.34383608951236,-0.300683459588528
34,Male,African-American,2,0,2,0,Nigeria,0,-46.68282486694604,-11.414853507650276
39,Male,African-American,6,1,3,1,Nigeria,0,-46.68282486694604,-11.414853507650276
50,Male,Caucasian,2,0,1,0,Norway,1,47.786863729117535,-13.981413841687583
47,Male,African-American,6,1,2,0,Ghana,0,-39.34383608951236,-0.300683459588528
24,Male,African-American,0,1,10,1,Nigeria,0,-46.68282486694604,-11.414853507650276
47,Female,African-American,19,1,10,1,Nigeria,0,-46.68282486694604,-11.414853507650276
27,Male,African-American,7,1,5,1,Nigeria,0,-46.68282486694604,-11.414853507650276
44,Female,Hispanic,0,0,1,0,Spain,1,21.28767962005639,24.26151435635069
36,Male,African-American,14,1,7,1,Ghana,0,-39.34383608951236,-0.300683459588528
36,Male,African-American,0,1,8,0,Ghana,0,-39.34383608951236,-0.300683459588528
30,Male,Other,13,1,9,1,Russia,0,-16.597492373513003,37.985810351285686
36,Male,Caucasian,0,1,1,0,Australia,1,37.21511453120613,-12.715415186841769
41,Male,African-American,1,1,1,0,Nigeria,0,-46.68282486694604,-11.414853507650276
41,Male,Hispanic,9,1,2,0,Mexico,0,-19.49759326883606,20.541445557669004
34,Male,African-American,4,1,2,1,Ghana,0,-39.34383608951236,-0.300683459588528
30,Male,African-American,2,1,6,1,Ghana,0,-39.34383608951236,-0.300683459588528
29,Male,African-American,1,1,9,0,Ghana,0,-39.34383608951236,-0.300683459588528
24,Male,African-American,4,1,4,1,Ghana,0,-39.34383608951236,-0.300683459588528
33,Male,Caucasian,5,1,6,1,Norway,1,47.786863729117535,-13.981413841687583
40,Male,Asian,0,1,1,0,Japan,1,18.895557392510877,28.368549582541647
33,Male,African-American,4,1,8,1,Nigeria,0,-46.68282486694604,-11.414853507650276
26,Male,African-American,6,0,10,1,Nigeria,0,-46.68282486694604,-11.414853507650276
22,Male,African-American,1,0,9,1,Ghana,0,-39.34383608951236,-0.300683459588528
27,Male,African-American,4,1,9,1,Ghana,0,-39.34383608951236,-0.300683459588528
29,Male,African-American,0,0,1,0,Nigeria,0,-46.68282486694604,-11.414853507650276
37,Male,Other,11,1,3,0,Indonesia,0,-41.4182672672213,-17.70168411169513
25,Male,African-American,14,1,10,1,Nigeria,0,-46.68282486694604,-11.414853507650276
37,Male,African-American,3,1,1,1,Nigeria,0,-46.68282486694604,-11.414853507650276
29,Female,African-American,1,1,3,0,Ghana,0,-39.34383608951236,-0.300683459588528
46,Male,Caucasian,1,1,3,0,Australia,1,37.21511453120613,-12.715415186841769
26,Male,African-American,7,1,10,1,Nigeria,0,-46.68282486694604,-11.414853507650276
30,Male,African-American,5,0,3,0,Ghana,0,-39.34383608951236,-0.300683459588528
31,Male,African-American,16,1,10,1,Nigeria,0,-46.68282486694604,-11.414853507650276
26,Male,Hispanic,1,0,2,1,Spain,1,21.28767962005639,24.26151435635069
38,Male,African-American,16,0,9,1,Ghana,0,-39.34383608951236,-0.300683459588528
29,Male,African-American,2,0,5,0,Ghana,0,-39.34383608951236,-0.300683459588528
39,Male,African-American,10,0,9,0,Nigeria,0,-46.68282486694604,-11.414853507650276
50,Female,Caucasian,3,1,3,1,Germany,1,43.806194382924325,0.9500192550843528
26,Male,African-American,1,1,9,0,Ghana,0,-39.34383608951236,-0.300683459588528
39,Male,Caucasian,17,1,2,1,Canada,1,35.83177757108504,-15.505969796835672
34,Male,Hispanic,1,1,1,1,Spain,1,21.28767962005639,24.26151435635069
32,Male,African-American,5,1,4,0,Nigeria,0,-46.68282486694604,-11.414853507650276
25,Male,African-American,1,1,8,1,Ghana,0,-39.34383608951236,-0.300683459588528
27,Male,African-American,3,0,2,1,Ghana,0,-39.34383608951236,-0.300683459588528
20,Male,Caucasian,1,0,5,1,Turkey,0,-1.0718220494459385,21.829144866124885
21,Male,African-American,1,1,5,1,Nigeria,0,-46.68282486694604,-11.414853507650276
23,Male,Hispanic,2,1,9,0,Brazil,0,-10.954484877497906,12.2286804464062
44,Female,Caucasian,1,0,5,0,Turkey,0,-1.0718220494459385,21.829144866124885
26,Male,African-American,5,1,7,1,Nigeria,0,-46.68282486694604,-11.414853507650276
36,Male,African-American,14,1,7,1,Nigeria,0,-46.68282486694604,-11.414853507650276
29,Male,Caucasian,7,1,10,1,USA,1,25.43683117763648,-19.27406840457623
39,Female,African-American,22,1,6,1,Ghana,0,-39.34383608951236,-0.300683459588528
46,Male,Asian,0,0,1,0,India,0,-25.25910519934641,-22.239068489760445
38,Male,African-American,5,0,4,0,Nigeria,0,-46.68282486694604,-11.414853507650276
58,Male,Caucasian,0,0,1,0,Australia,1,37.21511453120613,-12.715415186841769
61,Male,African-American,12,1,3,0,Ghana,0,-39.34383608951236,-0.300683459588528
22,Male,African-American,3,1,8,1,Ghana,0,-39.34383608951236,-0.300683459588528
55,Male,Caucasian,0,0,1,0,Norway,1,47.786863729117535,-13.981413841687583
42,Male,African-American,1,1,4,1,Ghana,0,-39.34383608951236,-0.300683459588528
36,Male,Caucasian,11,0,6,1,Norway,1,47.786863729117535,-13.981413841687583
24,Male,African-American,1,1,7,0,Nigeria,0,-46.68282486694604,-11.414853507650276
52,Male,Caucasian,1,1,1,0,USA,1,25.43683117763648,-19.27406840457623
20,Male,African-American,0,1,6,1,Ghana,0,-39.34383608951236,-0.300683459588528
38,Male,African-American,2,1,7,1,Ghana,0,-39.34383608951236,-0.300683459588528
20,Male,African-American,1,1,10,1,Ghana,0,-39.34383608951236,-0.300683459588528
24,Female,African-American,0,1,3,0,Ghana,0,-39.34383608951236,-0.300683459588528
39,Male,Caucasian,0,0,5,0,Norway,1,47.786863729117535,-13.981413841687583
23,Male,Hispanic,0,0,2,1,Spain,1,21.28767962005639,24.26151435635069
48,Male,African-American,0,0,1,0,Nigeria,0,-46.68282486694604,-11.414853507650276
36,Male,Other,8,0,2,0,Saudi Arabia,0,-2.8107724662211027,3.629875664626517
27,Male,Caucasian,6,1,6,1,Australia,1,37.21511453120613,-12.715415186841769
35,Male,African-American,1,0,4,0,Nigeria,0,-46.68282486694604,-11.414853507650276
23,Female,African-American,1,0,4,0,Nigeria,0,-46.68282486694604,-11.414853507650276
27,Male,African-American,11,1,9,0,Nigeria,0,-46.68282486694604,-11.414853507650276
44,Male,Caucasian,8,0,5,1,Australia,1,37.21511453120613,-12.715415186841769
35,Male,African-American,0,1,4,0,Nigeria,0,-46.68282486694604,-11.414853507650276
21,Male,African-American,2,1,9,0,Nigeria,0,-46.68282486694604,-11.414853507650276
42,Male,African-American,7,1,5,1,Nigeria,0,-46.68282486694604,-11.414853507650276
30,Male,Hispanic,0,0,1,0,Brazil,0,-10.954484877497906,12.2286804464062
22,Male,Hispanic,0,1,7,0,Brazil,0,-10.954484877497906,12.2286804464062
39,Male,Caucasian,2,1,1,1,USA,1,25.43683117763648,-19.27406840457623
60,Male,African-American,10,1,9,0,Nigeria,0,-46.68282486694604,-11.414853507650276
24,Male,African-American,0,0,3,0,Ghana,0,-39.34383608951236,-0.300683459588528
46,Male,Caucasian,0,0,2,1,Australia,1,37.21511453120613,-12.715415186841769
24,Male,African-American,0,1,4,0,Nigeria,0,-46.68282486694604,-11.414853507650276
44,Male,Caucasian,6,1,6,1,Australia,1,37.21511453120613,-12.715415186841769
24,Female,Hispanic,2,1,6,1,Mexico,0,-19.49759326883606,20.541445557669004
66,Male,African-American,5,0,2,1,Nigeria,0,-46.68282486694604,-11.414853507650276
57,Male,Hispanic,1,1,1,0,Mexico,0,-19.49759326883606,20.541445557669004
22,Male,Caucasian,1,1,6,0,Canada,1,35.83177757108504,-15.505969796835672
20,Male,African-American,0,1,9,1,Nigeria,0,-46.68282486694604,-11.414853507650276
22,Male,Hispanic,1,1,4,0,Mexico,0,-19.49759326883606,20.541445557669004
29,Female,African-American,1,1,5,0,Ghana,0,-39.34383608951236,-0.300683459588528
45,Female,Caucasian,1,1,1,0,Canada,1,35.83177757108504,-15.505969796835672
50,Female,African-American,5,1,2,0,Nigeria,0,-46.68282486694604,-11.414853507650276
22,Male,Caucasian,0,0,3,1,Norway,1,47.786863729117535,-13.981413841687583
26,Male,African-American,18,1,10,1,Ghana,0,-39.34383608951236,-0.300683459588528
31,Male,Hispanic,1,1,5,1,Mexico,0,-19.49759326883606,20.541445557669004
43,Male,African-American,1,1,1,0,Nigeria,0,-46.68282486694604,-11.414853507650276
56,Male,African-American,9,0,8,0,Ghana,0,-39.34383608951236,-0.300683459588528
22,Male,African-American,0,0,3,1,Nigeria,0,-46.68282486694604,-11.414853507650276
36,Male,Caucasian,5,0,3,1,Canada,1,35.83177757108504,-15.505969796835672
22,Male,Hispanic,0,0,3,0,Brazil,0,-10.954484877497906,12.2286804464062
40,Male,African-American,3,1,8,1,Ghana,0,-39.34383608951236,-0.300683459588528
21,Male,African-American,0,1,4,1,Nigeria,0,-46.68282486694604,-11.414853507650276
22,Male,African-American,0,1,2,0,Ghana,0,-39.34383608951236,-0.300683459588528
38,Female,African-American,3,1,1,1,Ghana,0,-39.34383608951236,-0.300683459588528
34,Male,African-American,10,1,9,1,Nigeria,0,-46.68282486694604,-11.414853507650276
38,Female,Hispanic,0,1,2,0,Mexico,0,-19.49759326883606,20.541445557669004
25,Male,Caucasian,4,0,10,0,Norway,1,47.786863729117535,-13.981413841687583
27,Male,African-American,10,1,8,1,Nigeria,0,-46.68282486694604,-11.414853507650276
27,Male,Caucasian,4,0,4,1,Norway,1,47.786863729117535,-13.981413841687583
52,Male,Caucasian,1,1,1,0,Germany,1,43.806194382924325,0.9500192550843528
25,Male,African-American,2,0,4,1,Ghana,0,-39.34383608951236,-0.300683459588528
23,Male,African-American,1,1,2,1,Ghana,0,-39.34383608951236,-0.300683459588528
38,Male,African-American,37,0,7,1,Ghana,0,-39.34383608951236,-0.300683459588528
27,Male,African-American,2,1,3,0,Nigeria,0,-46.68282486694604,-11.414853507650276
20,Male,Caucasian,0,0,4,0,USA,1,25.43683117763648,-19.27406840457623
24,Male,Asian,0,0,2,0,Japan,1,18.895557392510877,28.368549582541647
20,Male,African-American,0,1,10,1,Ghana,0,-39.34383608951236,-0.300683459588528
38,Male,Caucasian,0,1,1,0,Turkey,0,-1.0718220494459385,21.829144866124885
20,Male,African-American,0,1,4,0,Ghana,0,-39.34383608951236,-0.300683459588528
42,Male,Other,1,1,2,0,Norway,1,47.786863729117535,-13.981413841687583
25,Female,African-American,5,0,7,1,Nigeria,0,-46.68282486694604,-11.414853507650276
54,Female,Hispanic,0,0,1,0,Mexico,0,-19.49759326883606,20.541445557669004
57,Male,Caucasian,15,1,7,0,Australia,1,37.21511453120613,-12.715415186841769
31,Male,African-American,0,0,2,0,Ghana,0,-39.34383608951236,-0.300683459588528
37,Male,African-American,16,1,8,1,Nigeria,0,-46.68282486694604,-11.414853507650276
66,Male,Caucasian,0,0,1,0,Australia,1,37.21511453120613,-12.715415186841769
25,Female,Caucasian,0,1,6,0,Australia,1,37.21511453120613,-12.715415186841769
46,Male,Caucasian,10,1,7,1,Germany,1,43.806194382924325,0.9500192550843528
35,Male,Hispanic,1,0,1,1,Mexico,0,-19.49759326883606,20.541445557669004
23,Male,African-American,4,1,9,1,Ghana,0,-39.34383608951236,-0.300683459588528
24,Male,African-American,2,0,4,1,Ghana,0,-39.34383608951236,-0.300683459588528
22,Male,African-American,1,1,5,1,Ghana,0,-39.34383608951236,-0.300683459588528
53,Male,Hispanic,1,1,1,0,Mexico,0,-19.49759326883606,20.541445557669004
55,Female,Caucasian,0,0,1,0,USA,1,25.43683117763648,-19.27406840457623
22,Male,African-American,3,0,9,1,Ghana,0,-39.34383608951236,-0.300683459588528
35,Male,African-American,1,0,2,0,Nigeria,0,-46.68282486694604,-11.414853507650276
36,Male,African-American,1,0,5,0,Ghana,0,-39.34383608951236,-0.300683459588528
34,Male,African-American,4,1,6,1,Ghana,0,-39.34383608951236,-0.300683459588528
45,Male,Caucasian,0,1,3,0,Canada,1,35.83177757108504,-15.505969796835672
33,Male,African-American,0,1,1,0,Ghana,0,-39.34383608951236,-0.300683459588528
51,Male,African-American,9,1,9,1,Nigeria,0,-46.68282486694604,-11.414853507650276
30,Male,Hispanic,2,1,2,0,Spain,1,21.28767962005639,24.26151435635069
28,Male,African-American,13,1,8,1,Nigeria,0,-46.68282486694604,-11.414853507650276
38,Male,African-American,1,0,1,0,Nigeria,0,-46.68282486694604,-11.414853507650276
36,Male,African-American,2,1,6,1,Nigeria,0,-46.68282486694604,-11.414853507650276
28,Male,Hispanic,3,1,3,1,Brazil,0,-10.954484877497906,12.2286804464062
24,Male,African-American,1,1,5,1,Nigeria,0,-46.68282486694604,-11.414853507650276
27,Male,Caucasian,0,1,4,0,Turkey,0,-1.0718220494459385,21.829144866124885
51,Male,African-American,12,1,8,1,Ghana,0,-39.34383608951236,-0.300683459588528
31,Male,African-American,9,0,8,1,Ghana,0,-39.34383608951236,-0.300683459588528
29,Female,African-American,0,0,2,0,Ghana,0,-39.34383608951236,-0.300683459588528
23,Male,African-American,2,1,2,1,Ghana,0,-39.34383608951236,-0.300683459588528
61,Male,African-American,1,1,1,1,Nigeria,0,-46.68282486694604,-11.414853507650276
28,Male,Hispanic,3,1,8,0,Brazil,0,-10.954484877497906,12.2286804464062
22,Male,African-American,1,1,6,0,Nigeria,0,-46.68282486694604,-11.414853507650276
25,Male,African-American,11,0,9,1,Ghana,0,-39.34383608951236,-0.300683459588528
37,Male,Caucasian,1,0,1,1,Canada,1,35.83177757108504,-15.505969796835672
27,Male,African-American,4,1,5,1,Nigeria,0,-46.68282486694604,-11.414853507650276
21,Male,African-American,1,1,9,1,Ghana,0,-39.34383608951236,-0.300683459588528
42,Male,Caucasian,0,1,5,0,Turkey,0,-1.0718220494459385,21.829144866124885
45,Male,African-American,16,1,7,0,Nigeria,0,-46.68282486694604,-11.414853507650276
50,Male,Caucasian,9,1,3,1,Australia,1,37.21511453120613,-12.715415186841769
27,Female,Caucasian,0,0,8,1,USA,1,25.43683117763648,-19.27406840457623
29,Male,Caucasian,0,1,3,1,Norway,1,47.786863729117535,-13.981413841687583
21,Female,Other,0,0,4,0,Norway,1,47.786863729117535,-13.981413841687583
53,Male,Caucasian,1,1,1,0,Norway,1,47.786863729117535,-13.981413841687583
26,Female,African-American,3,1,5,0,Nigeria,0,-46.68282486694604,-11.414853507650276
35,Male,African-American,4,1,4,0,Ghana,0,-39.34383608951236,-0.300683459588528
32,Male,Caucasian,9,0,7,1,Australia,1,37.21511453120613,-12.715415186841769
30,Female,Caucasian,0,0,2,0,Australia,1,37.21511453120613,-12.715415186841769
20,Male,Caucasian,0,1,4,1,USA,1,25.43683117763648,-19.27406840457623
28,Female,African-American,4,1,7,0,Ghana,0,-39.34383608951236,-0.300683459588528
23,Male,African-American,3,1,7,1,Ghana,0,-39.34383608951236,-0.300683459588528
44,Male,African-American,10,0,4,1,Nigeria,0,-46.68282486694604,-11.414853507650276
45,Male,Caucasian,0,1,6,1,USA,1,25.43683117763648,-19.27406840457623
34,Male,African-American,13,1,7,1,Nigeria,0,-46.68282486694604,-11.414853507650276
48,Male,African-American,2,1,1,1,Ghana,0,-39.34383608951236,-0.300683459588528
28,Male,Caucasian,0,1,2,0,Germany,1,43.806194382924325,0.9500192550843528
36,Female,Other,6,1,7,1,Indonesia,0,-41.4182672672213,-17.70168411169513
34,Male,African-American,1,1,1,0,Ghana,0,-39.34383608951236,-0.300683459588528
47,Female,Caucasian,28,1,9,1,Norway,1,47.786863729117535,-13.981413841687583
25,Female,Hispanic,14,1,6,0,Mexico,0,-19.49759326883606,20.541445557669004
43,Male,Caucasian,1,1,1,0,Turkey,0,-1.0718220494459385,21.829144866124885
56,Male,Hispanic,2,1,1,0,Spain,1,21.28767962005639,24.26151435635069
38,Female,Hispanic,0,1,1,0,Spain,1,21.28767962005639,24.26151435635069
25,Male,Other,3,1,8,1,Norway,1,47.786863729117535,-13.981413841687583
22,Female,Caucasian,1,0,8,0,Australia,1,37.21511453120613,-12.715415186841769
23,Male,African-American,0,1,2,0,Ghana,0,-39.34383608951236,-0.300683459588528
24,Male,Other,4,1,5,0,Saudi Arabia,0,-2.8107724662211027,3.629875664626517
23,Male,Caucasian,1,0,4,0,Turkey,0,-1.0718220494459385,21.829144866124885
30,Male,Hispanic,7,1,9,0,Spain,1,21.28767962005639,24.26151435635069
50,Male,African-American,1,1,1,0,Nigeria,0,-46.68282486694604,-11.414853507650276
31,Male,Caucasian,1,1,7,1,Australia,1,37.21511453120613,-12.715415186841769
27,Female,African-American,0,0,3,1,Ghana,0,-39.34383608951236,-0.300683459588528
52,Male,Hispanic,10,1,6,0,Brazil,0,-10.954484877497906,12.2286804464062
29,Male,African-American,0,0,1,0,Ghana,0,-39.34383608951236,-0.300683459588528
29,Male,Caucasian,12,0,6,1,Canada,1,35.83177757108504,-15.505969796835672
24,Male,African-American,3,1,6,1,Ghana,0,-39.34383608951236,-0.300683459588528
29,Female,African-American,0,1,4,0,Ghana,0,-39.34383608951236,-0.300683459588528
31,Male,African-American,2,1,2,0,Nigeria,0,-46.68282486694604,-11.414853507650276
24,Male,African-American,3,0,7,0,Nigeria,0,-46.68282486694604,-11.414853507650276
34,Male,African-American,3,0,9,0,Ghana,0,-39.34383608951236,-0.300683459588528
48,Female,Caucasian,2,1,1,0,Turkey,0,-1.0718220494459385,21.829144866124885
26,Male,Hispanic,1,1,2,0,Brazil,0,-10.954484877497906,12.2286804464062
30,Male,African-American,9,1,10,1,Nigeria,0,-46.68282486694604,-11.414853507650276
22,Male,African-American,1,1,9,1,Ghana,0,-39.34383608951236,-0.300683459588528
61,Female,Caucasian,0,0,1,0,Norway,1,47.786863729117535,-13.981413841687583
29,Male,African-American,8,1,8,1,Nigeria,0,-46.68282486694604,-11.414853507650276
21,Male,African-American,1,1,9,1,Ghana,0,-39.34383608951236,-0.300683459588528
26,Male,African-American,1,0,8,1,Ghana,0,-39.34383608951236,-0.300683459588528
23,Male,African-American,5,1,7,1,Nigeria,0,-46.68282486694604,-11.414853507650276
54,Male,African-American,21,1,6,0,Ghana,0,-39.34383608951236,-0.300683459588528
32,Male,Caucasian,0,1,3,1,Australia,1,37.21511453120613,-12.715415186841769
21,Female,African-American,0,1,5,0,Ghana,0,-39.34383608951236,-0.300683459588528
22,Male,African-American,0,1,8,1,Nigeria,0,-46.68282486694604,-11.414853507650276
51,Male,African-American,3,1,3,0,Ghana,0,-39.34383608951236,-0.300683459588528
55,Male,African-American,0,0,1,1,Ghana,0,-39.34383608951236,-0.300683459588528
39,Male,Caucasian,0,0,3,0,Canada,1,35.83177757108504,-15.505969796835672
46,Female,Caucasian,0,0,1,0,USA,1,25.43683117763648,-19.27406840457623
25,Male,Caucasian,1,1,5,0,Australia,1,37.21511453120613,-12.715415186841769
31,Male,Caucasian,9,1,6,1,Australia,1,37.21511453120613,-12.715415186841769
46,Male,Caucasian,4,1,2,0,Australia,1,37.21511453120613,-12.715415186841769
34,Male,Caucasian,2,0,2,0,Norway,1,47.786863729117535,-13.981413841687583
29,Female,African-American,1,1,4,1,Ghana,0,-39.34383608951236,-0.300683459588528
31,Male,Caucasian,6,1,4,0,Canada,1,35.83177757108504,-15.505969796835672
49,Male,Caucasian,0,1,1,0,Germany,1,43.806194382924325,0.9500192550843528
29,Female,Caucasian,3,1,3,0,Canada,1,35.83177757108504,-15.505969796835672
29,Female,Caucasian,0,1,4,0,Turkey,0,-1.0718220494459385,21.829144866124885
22,Female,African-American,1,1,6,0,Ghana,0,-39.34383608951236,-0.300683459588528
28,Male,African-American,0,1,1,0,Ghana,0,-39.34383608951236,-0.300683459588528
29,Female,Hispanic,0,0,2,1,Mexico,0,-19.49759326883606,20.541445557669004
34,Male,African-American,7,1,5,1,Nigeria,0,-46.68282486694604,-11.414853507650276
53,Female,African-American,0,1,1,0,Ghana,0,-39.34383608951236,-0.300683459588528
30,Female,African-American,8,1,7,1,Ghana,0,-39.34383608951236,-0.300683459588528
78,Male,Caucasian,1,0,1,1,Turkey,0,-1.0718220494459385,21.829144866124885
32,Male,Caucasian,2,0,2,1,Australia,1,37.21511453120613,-12.715415186841769
36,Female,African-American,1,0,1,0,Nigeria,0,-46.68282486694604,-11.414853507650276
24,Male,African-American,0,1,2,0,Ghana,0,-39.34383608951236,-0.300683459588528
31,Male,African-American,1,0,4,0,Ghana,0,-39.34383608951236,-0.300683459588528
45,Male,African-American,16,1,2,0,Nigeria,0,-46.68282486694604,-11.414853507650276
33,Male,Hispanic,1,0,4,0,Brazil,0,-10.954484877497906,12.2286804464062
60,Male,Hispanic,1,1,1,0,Mexico,0,-19.49759326883606,20.541445557669004
38,Female,African-American,7,1,10,1,Ghana,0,-39.34383608951236,-0.300683459588528
50,Male,Caucasian,3,1,3,0,Turkey,0,-1.0718220494459385,21.829144866124885
36,Female,African-American,3,1,6,1,Nigeria,0,-46.68282486694604,-11.414853507650276
43,Male,African-American,8,1,3,1,Nigeria,0,-46.68282486694604,-11.414853507650276
26,Female,Caucasian,3,1,6,1,Australia,1,37.21511453120613,-12.715415186841769
26,Female,African-American,1,1,5,0,Ghana,0,-39.34383608951236,-0.300683459588528
49,Male,Caucasian,3,1,8,1,Turkey,0,-1.0718220494459385,21.829144866124885
29,Male,Caucasian,10,1,6,1,Turkey,0,-1.0718220494459385,21.829144866124885
34,Male,Hispanic,2,1,3,1,Mexico,0,-19.49759326883606,20.541445557669004
31,Male,Other,3,1,6,0,Norway,1,47.786863729117535,-13.981413841687583
26,Male,African-American,6,0,8,0,Ghana,0,-39.34383608951236,-0.300683459588528
26,Female,African-American,0,0,9,0,Nigeria,0,-46.68282486694604,-11.414853507650276
32,Male,Caucasian,2,1,2,0,Norway,1,47.786863729117535,-13.981413841687583
23,Male,African-American,3,1,9,0,Ghana,0,-39.34383608951236,-0.300683459588528
31,Male,African-American,7,1,7,1,Nigeria,0,-46.68282486694604,-11.414853507650276
39,Male,Other,0,0,1,0,Saudi Arabia,0,-2.8107724662211027,3.629875664626517
54,Female,Caucasian,1,0,2,0,Canada,1,35.83177757108504,-15.505969796835672
45,Female,Other,0,0,1,0,Russia,0,-16.597492373513003,37.985810351285686
59,Male,Hispanic,0,0,1,0,Brazil,0,-10.954484877497906,12.2286804464062
24,Male,African-American,14,1,10,1,Ghana,0,-39.34383608951236,-0.300683459588528
27,Male,African-American,6,1,5,0,Nigeria,0,-46.68282486694604,-11.414853507650276
24,Female,African-American,1,1,9,0,Nigeria,0,-46.68282486694604,-11.414853507650276
25,Male,African-American,2,0,6,0,Nigeria,0,-46.68282486694604,-11.414853507650276
24,Male,African-American,1,0,8,1,Nigeria,0,-46.68282486694604,-11.414853507650276
21,Male,African-American,0,1,4,0,Nigeria,0,-46.68282486694604,-11.414853507650276
22,Male,African-American,1,1,6,1,Ghana,0,-39.34383608951236,-0.300683459588528
37,Male,Hispanic,6,1,5,1,Spain,1,21.28767962005639,24.26151435635069
51,Male,African-American,1,0,4,1,Nigeria,0,-46.68282486694604,-11.414853507650276
25,Male,African-American,9,1,7,0,Ghana,0,-39.34383608951236,-0.300683459588528
33,Male,Caucasian,5,1,5,0,Germany,1,43.806194382924325,0.9500192550843528
55,Male,African-American,21,1,6,1,Nigeria,0,-46.68282486694604,-11.414853507650276
45,Male,Other,1,1,1,0,Saudi Arabia,0,-2.8107724662211027,3.629875664626517
37,Male,African-American,3,1,2,0,Ghana,0,-39.34383608951236,-0.300683459588528
20,Male,Caucasian,1,1,5,1,USA,1,25.43683117763648,-19.27406840457623
52,Male,African-American,7,1,5,0,Nigeria,0,-46.68282486694604,-11.414853507650276
26,Male,African-American,7,0,8,1,Nigeria,0,-46.68282486694604,-11.414853507650276
65,Male,Caucasian,6,1,4,0,Norway,1,47.786863729117535,-13.981413841687583
28,Female,Hispanic,2,0,5,0,Brazil,0,-10.954484877497906,12.2286804464062
24,Male,Caucasian,1,1,10,1,Turkey,0,-1.0718220494459385,21.829144866124885
64,Male,Caucasian,0,0,1,0,USA,1,25.43683117763648,-19.27406840457623
24,Male,Caucasian,1,1,9,0,Turkey,0,-1.0718220494459385,21.829144866124885
63,Male,Caucasian,0,0,1,1,Australia,1,37.21511453120613,-12.715415186841769
41,Male,African-American,9,0,9,0,Nigeria,0,-46.68282486694604,-11.414853507650276
50,Female,African-American,0,0,1,0,Ghana,0,-39.34383608951236,-0.300683459588528
20,Male,African-American,6,1,10,1,Ghana,0,-39.34383608951236,-0.300683459588528
39,Male,African-American,0,0,1,0,Nigeria,0,-46.68282486694604,-11.414853507650276
45,Female,Caucasian,0,0,1,0,Norway,1,47.786863729117535,-13.981413841687583
29,Male,Caucasian,2,0,2,1,USA,1,25.43683117763648,-19.27406840457623
44,Male,African-American,0,1,3,0,Nigeria,0,-46.68282486694604,-11.414853507650276
61,Female,Caucasian,15,1,6,0,Germany,1,43.806194382924325,0.9500192550843528
35,Female,African-American,4,1,5,0,Ghana,0,-39.34383608951236,-0.300683459588528
26,Male,African-American,5,1,4,0,Nigeria,0,-46.68282486694604,-11.414853507650276
26,Male,African-American,1,0,6,1,Ghana,0,-39.34383608951236,-0.300683459588528
24,Male,African-American,3,1,6,1,Nigeria,0,-46.68282486694604,-11.414853507650276
25,Male,African-American,1,1,5,1,Ghana,0,-39.34383608951236,-0.300683459588528
26,Male,African-American,20,1,9,1,Nigeria,0,-46.68282486694604,-11.414853507650276
33,Female,African-American,6,0,4,1,Ghana,0,-39.34383608951236,-0.300683459588528
22,Male,Hispanic,0,1,4,1,Mexico,0,-19.49759326883606,20.541445557669004
28,Male,Caucasian,0,1,2,1,USA,1,25.43683117763648,-19.27406840457623
52,Male,African-American,1,1,1,0,Nigeria,0,-46.68282486694604,-11.414853507650276
26,Male,African-American,7,1,6,0,Ghana,0,-39.34383608951236,-0.300683459588528
20,Male,Other,1,1,6,1,Russia,0,-16.597492373513003,37.985810351285686
32,Male,Caucasian,0,1,5,0,Germany,1,43.806194382924325,0.9500192550843528
31,Female,Hispanic,0,0,2,0,Spain,1,21.28767962005639,24.26151435635069
23,Male,African-American,0,1,9,1,Nigeria,0,-46.68282486694604,-11.414853507650276
24,Male,Caucasian,8,1,9,1,Germany,1,43.806194382924325,0.9500192550843528
31,Male,African-American,25,0,8,1,Nigeria,0,-46.68282486694604,-11.414853507650276
33,Male,Hispanic,0,0,1,0,Brazil,0,-10.954484877497906,12.2286804464062
48,Male,Caucasian,1,1,1,0,Norway,1,47.786863729117535,-13.981413841687583
61,Male,Caucasian,1,1,4,0,Turkey,0,-1.0718220494459385,21.829144866124885
28,Female,African-American,10,0,7,1,Nigeria,0,-46.68282486694604,-11.414853507650276
32,Male,African-American,12,1,9,1,Ghana,0,-39.34383608951236,-0.300683459588528
56,Male,Caucasian,2,1,4,0,Canada,1,35.83177757108504,-15.505969796835672
36,Male,Caucasian,2,0,1,0,Germany,1,43.806194382924325,0.9500192550843528
24,Male,Caucasian,2,1,3,1,Norway,1,47.786863729117535,-13.981413841687583
21,Male,African-American,1,1,7,0,Ghana,0,-39.34383608951236,-0.300683459588528
